,cTEC,Ccl21a-high,TAC-TEC,Aire-positive,Late-Aire,Tuft
Ar,44.5378151260504,35.7894736842105,33.4928229665072,25.1518833535844,20.4841713221602,8
Esr1,4.20168067226891,7.36842105263158,4.78468899521531,4.86026731470231,2.04841713221601,1.33333333333333
Esr2,0,0,0,1.33657351154313,0.186219739292365,0
Gper1,2.52100840336134,0.350877192982456,1.43540669856459,1.70109356014581,0.558659217877095,0
Pgr,13.4453781512605,4.91228070175439,1.67464114832536,2.67314702308627,1.67597765363128,0
